name,type,year,description,url,gender,organization,age,country,current_country
Zhores I. Alferov,physics,2000,for basic work on information and communication technologyfor developing semiconductor heterostructures used in high-speed- and opto-electronicsfor his part in the invention of the integrated circuit,https://www.nobelprize.org/nobel_prizes/physics/laureates/2000/alferov-facts.html,male,FALSE,70,USSR,Belarus
Herbert Kroemer,physics,2000,for basic work on information and communication technologyfor developing semiconductor heterostructures used in high-speed- and opto-electronicsfor his part in the invention of the integrated circuit,https://www.nobelprize.org/nobel_prizes/physics/laureates/2000/kroemer-facts.html,male,FALSE,72,Germany,Germany
Jack S. Kilby,physics,2000,for basic work on information and communication technologyfor developing semiconductor heterostructures used in high-speed- and opto-electronicsfor his part in the invention of the integrated circuit,https://www.nobelprize.org/nobel_prizes/physics/laureates/2000/kilby-facts.html,male,FALSE,77,USA,USA
Alan J. Heeger,chemistry,2000,for the discovery and development of conductive polymers,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2000/heeger-facts.html,male,FALSE,64,USA,USA
Alan G. MacDiarmid,chemistry,2000,for the discovery and development of conductive polymers,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2000/macdiarmid-facts.html,male,FALSE,73,New Zealand,New Zealand
Hideki Shirakawa,chemistry,2000,for the discovery and development of conductive polymers,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2000/shirakawa-facts.html,male,FALSE,64,Japan,Japan
Arvid Carlsson,medicine,2000,for their discoveries concerning signal transduction in the nervous system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2000/carlsson-facts.html,male,FALSE,77,Sweden,Sweden
Paul Greengard,medicine,2000,for their discoveries concerning signal transduction in the nervous system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2000/greengard-facts.html,male,FALSE,75,USA,USA
Eric R. Kandel,medicine,2000,for their discoveries concerning signal transduction in the nervous system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2000/kandel-facts.html,male,FALSE,71,Austria,Austria
Gao Xingjian,literature,2000,"for an æuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",https://www.nobelprize.org/nobel_prizes/literature/laureates/2000/gao-facts.html,male,FALSE,60,China,China
Kim Dae-jung,peace,2000,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",https://www.nobelprize.org/nobel_prizes/peace/laureates/2000/dae-jung-facts.html,male,FALSE,75,Korea,South Korea
James J. Heckman,economic-sciences,2000,for his development of theory and methods for analyzing selective samplesfor his development of theory and methods for analyzing discrete choice,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2000/heckman-facts.html,male,FALSE,56,USA,USA
Daniel L. McFadden,economic-sciences,2000,for his development of theory and methods for analyzing selective samplesfor his development of theory and methods for analyzing discrete choice,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2000/mcfadden-facts.html,male,FALSE,63,USA,USA
Gerardus 't Hooft,physics,1999,for elucidating the quantum structure of electroweak interactions in physics,https://www.nobelprize.org/nobel_prizes/physics/laureates/1999/thooft-facts.html,male,FALSE,53,the Netherlands,the Netherlands
Martinus J.G. Veltman,physics,1999,for elucidating the quantum structure of electroweak interactions in physics,https://www.nobelprize.org/nobel_prizes/physics/laureates/1999/veltman-facts.html,male,FALSE,68,the Netherlands,the Netherlands
Ahmed H. Zewail,chemistry,1999,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1999/zewail-facts.html,male,FALSE,53,Egypt,Egypt
G�nter Blobel,medicine,1999,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1999/blobel-facts.html,male,FALSE,63,Germany,Poland
G�nter Grass,literature,1999,whose frolicsome black fables portray the forgotten face of history,https://www.nobelprize.org/nobel_prizes/literature/laureates/1999/grass-facts.html,male,FALSE,72,Free City of Danzig,Poland
M�decins Sans Fronti�res,peace,1999,in recognition of the organization's pioneering humanitarian work on several continents,https://www.nobelprize.org/nobel_prizes/peace/laureates/1999/msf-facts.html,org,TRUE,,,
Robert A. Mundell,economic-sciences,1999,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1999/mundell-facts.html,male,FALSE,67,Canada,Canada
Robert B. Laughlin,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,https://www.nobelprize.org/nobel_prizes/physics/laureates/1998/laughlin-facts.html,male,FALSE,48,USA,USA
Horst L. St�rmer,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,https://www.nobelprize.org/nobel_prizes/physics/laureates/1998/stormer-facts.html,male,FALSE,49,West Germany,Germany
Daniel C. Tsui,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,https://www.nobelprize.org/nobel_prizes/physics/laureates/1998/tsui-facts.html,male,FALSE,59,China,China
Walter Kohn,chemistry,1998,for his development of the density-functional theoryfor his development of computational methods in quantum chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1998/kohn-facts.html,male,FALSE,75,Austria,Austria
John A. Pople,chemistry,1998,for his development of the density-functional theoryfor his development of computational methods in quantum chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1998/pople-facts.html,male,FALSE,73,United Kingdom,United Kingdom
Robert F. Furchgott,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1998/furchgott-facts.html,male,FALSE,82,USA,USA
Louis J. Ignarro,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1998/ignarro-facts.html,male,FALSE,57,USA,USA
Ferid Murad,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1998/murad-facts.html,male,FALSE,62,USA,USA
Jos� Saramago,literature,1998,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",https://www.nobelprize.org/nobel_prizes/literature/laureates/1998/saramago-facts.html,male,FALSE,76,Portugal,Portugal
John Hume,peace,1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland,https://www.nobelprize.org/nobel_prizes/peace/laureates/1998/hume-facts.html,male,FALSE,61,Northern Ireland,Northern Ireland
David Trimble,peace,1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland,https://www.nobelprize.org/nobel_prizes/peace/laureates/1998/trimble-facts.html,male,FALSE,54,Northern Ireland,Northern Ireland
Amartya Sen,economic-sciences,1998,for his contributions to welfare economics,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1998/sen-facts.html,male,FALSE,65,India,India
Steven Chu,physics,1997,for development of methods to cool and trap atoms with laser light,https://www.nobelprize.org/nobel_prizes/physics/laureates/1997/chu-facts.html,male,FALSE,49,USA,USA
Claude Cohen-Tannoudji,physics,1997,for development of methods to cool and trap atoms with laser light,https://www.nobelprize.org/nobel_prizes/physics/laureates/1997/cohen-tannoudji-facts.html,male,FALSE,64,French Algeria,Algeria
William D. Phillips,physics,1997,for development of methods to cool and trap atoms with laser light,https://www.nobelprize.org/nobel_prizes/physics/laureates/1997/phillips-facts.html,male,FALSE,49,USA,USA
Paul D. Boyer,chemistry,1997,"for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1997/boyer-facts.html,male,FALSE,79,USA,USA
John E. Walker,chemistry,1997,"for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1997/walker-facts.html,male,FALSE,56,United Kingdom,United Kingdom
Jens C. Skou,chemistry,1997,"for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1997/skou-facts.html,male,FALSE,79,Denmark,Denmark
Stanley B. Prusiner,medicine,1997,for his discovery of Prions - a new biological principle of infection,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1997/prusiner-facts.html,male,FALSE,55,USA,USA
Dario Fo,literature,1997,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,https://www.nobelprize.org/nobel_prizes/literature/laureates/1997/fo-facts.html,male,FALSE,71,Italy,Italy
International Campaign to Ban Landmines (ICBL),peace,1997,for their work for the banning and clearing of anti-personnel mines,https://www.nobelprize.org/nobel_prizes/peace/laureates/1997/icbl-facts.html,org,TRUE,,,
Jody Williams,peace,1997,for their work for the banning and clearing of anti-personnel mines,https://www.nobelprize.org/nobel_prizes/peace/laureates/1997/williams-facts.html,female,FALSE,47,USA,USA
Robert C. Merton,economic-sciences,1997,for a new method to determine the value of derivatives,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1997/merton-facts.html,male,FALSE,53,USA,USA
Myron S. Scholes,economic-sciences,1997,for a new method to determine the value of derivatives,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1997/scholes-facts.html,male,FALSE,56,Canada,Canada
David M. Lee,physics,1996,for their discovery of superfluidity in helium-3,https://www.nobelprize.org/nobel_prizes/physics/laureates/1996/lee-facts.html,male,FALSE,65,USA,USA
Douglas D. Osheroff,physics,1996,for their discovery of superfluidity in helium-3,https://www.nobelprize.org/nobel_prizes/physics/laureates/1996/osheroff-facts.html,male,FALSE,51,USA,USA
Robert C. Richardson,physics,1996,for their discovery of superfluidity in helium-3,https://www.nobelprize.org/nobel_prizes/physics/laureates/1996/richardson-facts.html,male,FALSE,59,USA,USA
Robert F. Curl Jr.,chemistry,1996,for their discovery of fullerenes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1996/curl-facts.html,male,FALSE,63,USA,USA
Sir Harold W. Kroto,chemistry,1996,for their discovery of fullerenes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1996/kroto-facts.html,male,FALSE,57,United Kingdom,United Kingdom
Richard E. Smalley,chemistry,1996,for their discovery of fullerenes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1996/smalley-facts.html,male,FALSE,53,USA,USA
Peter C. Doherty,medicine,1996,for their discoveries concerning the specificity of the cell mediated immune defence,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1996/doherty-facts.html,male,FALSE,56,Australia,Australia
Rolf M. Zinkernagel,medicine,1996,for their discoveries concerning the specificity of the cell mediated immune defence,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1996/zinkernagel-facts.html,male,FALSE,52,Switzerland,Switzerland
Wislawa Szymborska,literature,1996,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,https://www.nobelprize.org/nobel_prizes/literature/laureates/1996/szymborska-facts.html,female,FALSE,73,Poland,Poland
Carlos Filipe Ximenes Belo,peace,1996,for their work towards a just and peaceful solution to the conflict in East Timor,https://www.nobelprize.org/nobel_prizes/peace/laureates/1996/belo-facts.html,male,FALSE,48,East Timor,East Timor
Jos� Ramos-Horta,peace,1996,for their work towards a just and peaceful solution to the conflict in East Timor,https://www.nobelprize.org/nobel_prizes/peace/laureates/1996/ramos-horta-facts.html,male,FALSE,47,East Timor,East Timor
James A. Mirrlees,economic-sciences,1996,for their fundamental contributions to the economic theory of incentives under asymmetric information,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1996/mirrlees-facts.html,male,FALSE,60,Scotland,Scotland
William Vickrey,economic-sciences,1996,for their fundamental contributions to the economic theory of incentives under asymmetric information,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1996/vickrey-facts.html,male,FALSE,82,Canada,Canada
Martin L. Perl,physics,1995,for pioneering experimental contributions to lepton physicsfor the discovery of the tau leptonfor the detection of the neutrino,https://www.nobelprize.org/nobel_prizes/physics/laureates/1995/perl-facts.html,male,FALSE,68,USA,USA
Frederick Reines,physics,1995,for pioneering experimental contributions to lepton physicsfor the discovery of the tau leptonfor the detection of the neutrino,https://www.nobelprize.org/nobel_prizes/physics/laureates/1995/reines-facts.html,male,FALSE,77,USA,USA
Paul J. Crutzen,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1995/crutzen-facts.html,male,FALSE,62,the Netherlands,the Netherlands
Mario J. Molina,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1995/molina-facts.html,male,FALSE,52,Mexico,Mexico
F. Sherwood Rowland,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1995/rowland-facts.html,male,FALSE,68,USA,USA
Edward B. Lewis,medicine,1995,for their discoveries concerning the genetic control of early embryonic development,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1995/lewis-facts.html,male,FALSE,77,USA,USA
Christiane N�sslein-Volhard,medicine,1995,for their discoveries concerning the genetic control of early embryonic development,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1995/nusslein-volhard-facts.html,female,FALSE,53,Germany,Germany
Eric F. Wieschaus,medicine,1995,for their discoveries concerning the genetic control of early embryonic development,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1995/wieschaus-facts.html,male,FALSE,48,USA,USA
Seamus Heaney,literature,1995,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",https://www.nobelprize.org/nobel_prizes/literature/laureates/1995/heaney-facts.html,male,FALSE,56,Northern Ireland,Northern Ireland
Joseph Rotblat,peace,1995,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",https://www.nobelprize.org/nobel_prizes/peace/laureates/1995/rotblat-facts.html,male,FALSE,87,Russian Empire,Poland
Pugwash Conferences on Science and World Affairs,peace,1995,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",https://www.nobelprize.org/nobel_prizes/peace/laureates/1995/pugwash-facts.html,org,TRUE,,,
Robert E. Lucas Jr.,economic-sciences,1995,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1995/lucas-facts.html,male,FALSE,58,USA,USA
Bertram N. Brockhouse,physics,1994,for pioneering contributions to the development of neutron scattering techniques for studies of condensed matterfor the development of neutron spectroscopyfor the development of the neutron diffraction technique,https://www.nobelprize.org/nobel_prizes/physics/laureates/1994/brockhouse-facts.html,male,FALSE,76,Canada,Canada
Clifford G. Shull,physics,1994,for pioneering contributions to the development of neutron scattering techniques for studies of condensed matterfor the development of neutron spectroscopyfor the development of the neutron diffraction technique,https://www.nobelprize.org/nobel_prizes/physics/laureates/1994/shull-facts.html,male,FALSE,79,USA,USA
George A. Olah,chemistry,1994,for his contribution to carbocation chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1994/olah-facts.html,male,FALSE,67,Hungary,Hungary
Alfred G. Gilman,medicine,1994,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1994/gilman-facts.html,male,FALSE,53,USA,USA
Martin Rodbell,medicine,1994,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1994/rodbell-facts.html,male,FALSE,69,USA,USA
Kenzaburo Oe,literature,1994,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",https://www.nobelprize.org/nobel_prizes/literature/laureates/1994/oe-facts.html,male,FALSE,59,Japan,Japan
Yasser Arafat,peace,1994,for their efforts to create peace in the Middle East,https://www.nobelprize.org/nobel_prizes/peace/laureates/1994/arafat-facts.html,male,FALSE,65,Egypt,Egypt
Shimon Peres,peace,1994,for their efforts to create peace in the Middle East,https://www.nobelprize.org/nobel_prizes/peace/laureates/1994/peres-facts.html,male,FALSE,71,Poland,Belarus
Yitzhak Rabin,peace,1994,for their efforts to create peace in the Middle East,https://www.nobelprize.org/nobel_prizes/peace/laureates/1994/rabin-facts.html,male,FALSE,72,British Mandate of Palestine,Israel
John C. Harsanyi,economic-sciences,1994,for their pioneering analysis of equilibria in the theory of non-cooperative games,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1994/harsanyi-facts.html,male,FALSE,74,Hungary,Hungary
John F. Nash Jr.,economic-sciences,1994,for their pioneering analysis of equilibria in the theory of non-cooperative games,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1994/nash-facts.html,male,FALSE,66,USA,USA
Reinhard Selten,economic-sciences,1994,for their pioneering analysis of equilibria in the theory of non-cooperative games,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1994/selten-facts.html,male,FALSE,64,Germany,Poland
Russell A. Hulse,physics,1993,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",https://www.nobelprize.org/nobel_prizes/physics/laureates/1993/hulse-facts.html,male,FALSE,43,USA,USA
Joseph H. Taylor Jr.,physics,1993,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",https://www.nobelprize.org/nobel_prizes/physics/laureates/1993/taylor-facts.html,male,FALSE,52,USA,USA
Kary B. Mullis,chemistry,1993,"for contributions to the developments of methods within DNA-based chemistryfor his invention of the polymerase chain reaction (PCR) methodfor his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1993/mullis-facts.html,male,FALSE,49,USA,USA
Michael Smith,chemistry,1993,"for contributions to the developments of methods within DNA-based chemistryfor his invention of the polymerase chain reaction (PCR) methodfor his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1993/smith-facts.html,male,FALSE,61,United Kingdom,United Kingdom
Richard J. Roberts,medicine,1993,for their discoveries of split genes,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1993/roberts-facts.html,male,FALSE,50,United Kingdom,United Kingdom
Phillip A. Sharp,medicine,1993,for their discoveries of split genes,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1993/sharp-facts.html,male,FALSE,49,USA,USA
Toni Morrison,literature,1993,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",https://www.nobelprize.org/nobel_prizes/literature/laureates/1993/morrison-facts.html,female,FALSE,62,USA,USA
Nelson Mandela,peace,1993,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",https://www.nobelprize.org/nobel_prizes/peace/laureates/1993/mandela-facts.html,male,FALSE,75,South Africa,South Africa
Frederik Willem de Klerk,peace,1993,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",https://www.nobelprize.org/nobel_prizes/peace/laureates/1993/klerk-facts.html,male,FALSE,57,South Africa,South Africa
Robert W. Fogel,economic-sciences,1993,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1993/fogel-facts.html,male,FALSE,67,USA,USA
Douglass C. North,economic-sciences,1993,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1993/north-facts.html,male,FALSE,73,USA,USA
Georges Charpak,physics,1992,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",https://www.nobelprize.org/nobel_prizes/physics/laureates/1992/charpak-facts.html,male,FALSE,68,Poland,Poland
Rudolph A. Marcus,chemistry,1992,for his contributions to the theory of electron transfer reactions in chemical systems,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1992/marcus-facts.html,male,FALSE,69,Canada,Canada
Edmond H. Fischer,medicine,1992,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1992/fischer-facts.html,male,FALSE,72,China,China
Edwin G. Krebs,medicine,1992,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1992/krebs-facts.html,male,FALSE,74,USA,USA
Derek Walcott,literature,1992,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",https://www.nobelprize.org/nobel_prizes/literature/laureates/1992/walcott-facts.html,male,FALSE,62,Saint Lucia,Saint Lucia
Rigoberta Mench� Tum,peace,1992,in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,https://www.nobelprize.org/nobel_prizes/peace/laureates/1992/tum-facts.html,female,FALSE,33,Guatemala,Guatemala
Gary S. Becker,economic-sciences,1992,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1992/becker-facts.html,male,FALSE,62,USA,USA
Pierre-Gilles de Gennes,physics,1991,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",https://www.nobelprize.org/nobel_prizes/physics/laureates/1991/gennes-facts.html,male,FALSE,59,France,France
Richard R. Ernst,chemistry,1991,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1991/ernst-facts.html,male,FALSE,58,Switzerland,Switzerland
Erwin Neher,medicine,1991,for their discoveries concerning the function of single ion channels in cells,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1991/neher-facts.html,male,FALSE,47,Germany,Germany
Bert Sakmann,medicine,1991,for their discoveries concerning the function of single ion channels in cells,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1991/sakmann-facts.html,male,FALSE,49,Germany,Germany
Nadine Gordimer,literature,1991,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,https://www.nobelprize.org/nobel_prizes/literature/laureates/1991/gordimer-facts.html,female,FALSE,68,South Africa,South Africa
Aung San Suu Kyi,peace,1991,for her non-violent struggle for democracy and human rights,https://www.nobelprize.org/nobel_prizes/peace/laureates/1991/kyi-facts.html,female,FALSE,46,Burma,Myanmar
Ronald H. Coase,economic-sciences,1991,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1991/coase-facts.html,male,FALSE,81,United Kingdom,United Kingdom
Jerome I. Friedman,physics,1990,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://www.nobelprize.org/nobel_prizes/physics/laureates/1990/friedman-facts.html,male,FALSE,60,USA,USA
Henry W. Kendall,physics,1990,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://www.nobelprize.org/nobel_prizes/physics/laureates/1990/kendall-facts.html,male,FALSE,64,USA,USA
Richard E. Taylor,physics,1990,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://www.nobelprize.org/nobel_prizes/physics/laureates/1990/taylor-facts.html,male,FALSE,61,Canada,Canada
Elias James Corey,chemistry,1990,for his development of the theory and methodology of organic synthesis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1990/corey-facts.html,male,FALSE,62,USA,USA
Joseph E. Murray,medicine,1990,for their discoveries concerning organ and cell transplantation in the treatment of human disease,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1990/murray-facts.html,male,FALSE,71,USA,USA
E. Donnall Thomas,medicine,1990,for their discoveries concerning organ and cell transplantation in the treatment of human disease,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1990/thomas-facts.html,male,FALSE,70,USA,USA
Octavio Paz,literature,1990,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",https://www.nobelprize.org/nobel_prizes/literature/laureates/1990/paz-facts.html,male,FALSE,76,Mexico,Mexico
Mikhail Sergeyevich Gorbachev,peace,1990,for his leading role in the peace process which today characterizes important parts of the international community,https://www.nobelprize.org/nobel_prizes/peace/laureates/1990/gorbachev-facts.html,male,FALSE,59,USSR,Russia
Harry M. Markowitz,economic-sciences,1990,for their pioneering work in the theory of financial economics,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1990/markowitz-facts.html,male,FALSE,63,USA,USA
Merton H. Miller,economic-sciences,1990,for their pioneering work in the theory of financial economics,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1990/miller-facts.html,male,FALSE,67,USA,USA
William F. Sharpe,economic-sciences,1990,for their pioneering work in the theory of financial economics,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1990/sharpe-facts.html,male,FALSE,56,USA,USA
Norman F. Ramsey,physics,1989,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocksfor the development of the ion trap technique,https://www.nobelprize.org/nobel_prizes/physics/laureates/1989/ramsey-facts.html,male,FALSE,74,USA,USA
Hans G. Dehmelt,physics,1989,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocksfor the development of the ion trap technique,https://www.nobelprize.org/nobel_prizes/physics/laureates/1989/dehmelt-facts.html,male,FALSE,67,Prussia,Germany
Wolfgang Paul,physics,1989,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocksfor the development of the ion trap technique,https://www.nobelprize.org/nobel_prizes/physics/laureates/1989/paul-facts.html,male,FALSE,76,Germany,Germany
Sidney Altman,chemistry,1989,for their discovery of catalytic properties of RNA,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1989/altman-facts.html,male,FALSE,50,Canada,Canada
Thomas R. Cech,chemistry,1989,for their discovery of catalytic properties of RNA,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1989/cech-facts.html,male,FALSE,42,USA,USA
J. Michael Bishop,medicine,1989,for their discovery of the cellular origin of retroviral oncogenes,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1989/bishop-facts.html,male,FALSE,53,USA,USA
Harold E. Varmus,medicine,1989,for their discovery of the cellular origin of retroviral oncogenes,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1989/varmus-facts.html,male,FALSE,50,USA,USA
Camilo Jos� Cela,literature,1989,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",https://www.nobelprize.org/nobel_prizes/literature/laureates/1989/cela-facts.html,male,FALSE,73,Spain,Spain
The 14th Dalai Lama (Tenzin Gyatso),peace,1989,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1989/lama-facts.html,male,FALSE,54,Tibet,People's Republic of China
Trygve Haavelmo,economic-sciences,1989,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1989/haavelmo-facts.html,male,FALSE,78,Norway,Norway
Leon M. Lederman,physics,1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://www.nobelprize.org/nobel_prizes/physics/laureates/1988/lederman-facts.html,male,FALSE,66,USA,USA
Melvin Schwartz,physics,1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://www.nobelprize.org/nobel_prizes/physics/laureates/1988/schwartz-facts.html,male,FALSE,56,USA,USA
Jack Steinberger,physics,1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://www.nobelprize.org/nobel_prizes/physics/laureates/1988/steinberger-facts.html,male,FALSE,67,Germany,Germany
